uid,source_id,domain,text,original_labels,article_group,bootstrap_label,bootstrap_confidence,created_at,synthetic,final_label
boot_0227_9cee41,7459,financialmentor.com,"we keep your personal data as long as you remain a subscriber, and you are free to terminate this relationship at any time by clicking the “unsubscribe” link at the bottom of any email we send you.",Storage Period,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.303125,False,ambiguous
boot_0922_061f2c,7802,shopify.com,"we use some of the personal information you provide us to conduct some level of automated decision-making -- for example, we use certain personal information to help us screen accounts for risk or fraud concerns.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.308602,False,ambiguous
syn_non_compliant_d584ccde,1610,eonline.com,There are certain circumstances in which we may share your Personal Information or other information with third parties,Data Recipients,Controller and Processor (24-43),non_compliant,0.0,2025-11-03T00:55:52.464227,True,non_compliant
syn_compliant_bb64c34e,6407,points.com,you have the right not to be subject to a decision based solely on automated decision-making We will retain this data for 3 years. For requests contact privacy@example.com.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.430265,True,compliant
boot_0987_59fb8e,5461,247sports.com,"Your user ID number, which is linked to publicly available information such as name and profile photo",Data Categories,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.309016,False,ambiguous
boot_1175_a7d83e,2813,adobe.com,"Sending you necessary communications (for example, related to payments or expiration of your subscription) and",Processing Purpose,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.310555,False,ambiguous
syn_non_compliant_05f0cda9,4417,theroot.com,Root takes precautions to protect your information We may share your personal data with partners without limitation.,Safeguards Copy,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.462700,True,non_compliant
boot_0873_af527f,8686,kiwi.com,for transfers to recipients in countries where we cannot rely on the decision of the adequate level of protection according to art.,Adequacy Decision,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.308276,False,ambiguous
boot_0881_ad2d1d,7457,financialmentor.com,you can use the “unsubscribe” link contained at the footer of each email from us to withdraw consent and stop the mailings.,Withdraw Consent,Rights of the Data Subject (12-23),ambiguous,0.4,2025-11-03T00:49:29.308326,False,ambiguous
syn_non_compliant_367187b6,5479,247sports.com,"As You interact with Our Service and/or Website, We and Our service providers may place cookies on Your system We may share your personal data with partners without limitation.",Data Categories,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.461605,True,non_compliant
boot_1002_192116,3556,slate.com,"London, England, W14 8HQ",Controller Contact,Controller and Processor (24-43),ambiguous,0.4,2025-11-03T00:49:29.309262,False,ambiguous
boot_0193_ced2e0,8402,boyfriendtv.com,we generally retain your personal information for as long as is necessary for the performance        of the contract between you and us and to comply with our legal obligations.,Storage Period,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.302893,False,ambiguous
boot_0320_dfb626,7854,socialnewpages.com,"note that once you opt out, part of the service provided by us might no longer be available and some features may not work if you revoke the data transfer.",Provision Requirement,Transfers (44-50),ambiguous,0.7,2025-11-03T00:49:29.303726,False,ambiguous
boot_0712_126aff,7971,7569_bitcoin.com__.txt,"where our use of automated decision-making processes has affected you, you may provide your view on the decision, contest the decision and ask us to arrange for a human to review the decision.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.7,2025-11-03T00:49:29.307162,False,ambiguous
boot_0356_bc992c,1967,thehill.com,"when you sign-up to subscribe to a service, a newsletter, or ask to be added to our mailing lists\",Source of Data,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.303952,False,ambiguous
syn_non_compliant_943c977c,7123,myperfectresume.com,we take appropriate measures to ensure adequate protection of the privacy rights of eea data subjects with respect to personal information that we transfer outside the eea to a country that is not subject to an adequacy decision by the eu commission We may share your personal data with partners without limitation.,Adequacy Decision,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.460277,True,non_compliant
boot_0504_b08f01,24,theguardian.com,We will only transfer your personal data to countries that have been found to provide an adequate level of protection for personal data.,Safeguards Copy,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.305226,False,ambiguous
boot_0105_80a70e,9599,makemytrip.com,how long do we keep your personal information?,Storage Period,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.302264,False,ambiguous
boot_0795_e5ae9e,5653,splashthat.com,"if you do this, however, you may have to manually adjust some preferences every time you visit a site and some services and functionalities may not work.",Provision Requirement,Other / Unmapped,ambiguous,0.7,2025-11-03T00:49:29.307698,False,ambiguous
syn_compliant_a35c24ea,4344,cars.com,"You have the right in certain circumstances not to be subject to a decision based solely on automated processing, for example where a computer algorithm (rather than a person) makes decisions which affect your contractual rights We will retain this data for 3 years. For requests contact privacy@example.com.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.432751,True,compliant
boot_0137_2fd5f0,1893,overstock.com,"You provide us with comments, suggestions, or other input",Source of Data,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.302479,False,ambiguous
syn_non_compliant_4659bf06,7158,jcpenney.com,"how-ever, please note that certain features of the openx website may not work if you delete or disable cookies We may share your personal data with partners without limitation.",Provision Requirement,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.461152,True,non_compliant
syn_compliant_b8035ef1,2010,definition.org,Our third party ad servers will also provide Us with summary reports that will tell Us how many ads were presented and clicked upon at out Site We will retain this data for 3 years. For requests contact privacy@example.com.,Source of Data,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.431653,True,compliant
syn_compliant_b2872466,8689,astrocenter.com,"when we transfer any of your personally identifiable information to such a service provider or partner, that entity will be contractually required, among other things, (a) to use such information only to carry out those services that we have requested, (b) to abide by this privacy policy, and (c) to provide adequate protection for such information (as required by applicable legal requirements) We will retain this data for 3 years. For requests contact privacy@example.com.",Adequacy Decision,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.422560,True,compliant
boot_0478_58fd5b,7105,boohoo.com,for automated decision making we consider that fraud detection and prevention is in our legitimate interests to ensure that fraudulent transactors are unable to benefit from our services and in the legitimate interest of the public as whole due to the impact of fraud on the consumer market; we also consider it a necessary element of entering into a contract with you that we are able to verify your identity and prevent fraud.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.305047,False,ambiguous
syn_non_compliant_540c265d,1830,stackexchange.com,to improve user experience We may share your personal data with partners without limitation.,Processing Purpose,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.466678,True,non_compliant
syn_non_compliant_3fd4f30a,8635,buzzfeed.com,right to object to processing,Right to Object,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.469499,True,non_compliant
syn_non_compliant_8de04a46,7326,halowaypoint.com,"for those individuals residing in the european economic area, you also have the right to lodge a complaint with a data protection supervisory authority in your country.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.463830,True,non_compliant
syn_compliant_e46ba7b1,3410,ranker.com,You may exercise any of the rights described in this section by sending an email toc contact@GeoRanker.com We will retain this data for 3 years.,Controller Contact,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.427754,True,compliant
boot_0079_3c1139,3117,weather.com,"If you do not allow it, or your device does not permit it",Right to Restrict,Rights of the Data Subject (12-23),ambiguous,0.4,2025-11-03T00:49:29.302102,False,ambiguous
syn_compliant_78193cda,6013,vmware.com,"how long we retain your information: we will retain personal information we collect from you where we have a justifiable business need to do so and/or for as long as is needed to fulfill the purposes outlined in this privacy notice, unless a longer retention period is required or permitted by law (such as tax, legal, accounting or other purposes) We will retain this data for 3 years. For requests contact privacy@example.com.",Storage Period,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.433376,True,compliant
boot_0151_88355f,9143,toptal.com,"we are not currently processing your personal data for such type of automated decision-making, including profiling, but if we elect to do so in the future we will provide you with notice and choice, in accordance with eu data protection law.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.302614,False,ambiguous
syn_compliant_db18b934,1962,kbb.com,Automated Information We will retain this data for 3 years. For requests contact privacy@example.com.,Source of Data,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.428047,True,compliant
syn_non_compliant_1a5e9b77,8045,gamepressure.com,the websites may include automated decision making in the form of behavioral advertising We may share your personal data with partners without limitation.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.467447,True,non_compliant
boot_0457_1f247d,6218,inhabitat.com,challenge any decision made by automated decision making – we will inform you when we are performing automated decisioning and           when we do we will give you information about the processing activity.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.304887,False,ambiguous
syn_non_compliant_62335859,4821,rxlist.com,"<19<combine this information with information from external sources>>

<12<you have the option of choosing whether or not you wish to receive emails>> We may share your personal data with partners without limitation.","Right to Restrict, Source of Data",Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.471468,True,non_compliant
boot_0780_fd0bd7,8017,boards.net,"if the data subject wishes to exercise the rights concerning automated individual decision-making, he or she may, at any time, contact any employee of the lan - games eood.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.7,2025-11-03T00:49:29.307599,False,ambiguous
boot_1094_605155,9394,iskysoft.com,"the user has the rights to receive its personal data provided to iskysoft in a structured, commonly used and machine readable format and has the right to transmit those data to another controller.",Right to Portability,Rights of the Data Subject (12-23),ambiguous,0.4,2025-11-03T00:49:29.309925,False,ambiguous
syn_compliant_56b70a19,6124,timeout.com,the country to which the personal data will be transferred has been granted a european commission adequacy decision; We will retain this data for 3 years. For requests contact privacy@example.com.,Adequacy Decision,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.427214,True,compliant
boot_1064_8ca19c,9127,kitv.com,"however, if you choose not to provide the requested information, you may not be able to use some or all of the features of the site or services.",Provision Requirement,Other / Unmapped,ambiguous,0.7,2025-11-03T00:49:29.309716,False,ambiguous
syn_non_compliant_71efaa92,3556,slate.com,"London, England, W14 8HQ We may share your personal data with partners without limitation.",Controller Contact,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.459623,True,non_compliant
syn_compliant_d504ceab,144,deviantart.com,"Where permitted by local data protection laws, we will disclose PII when required by law or under the good-faith belief that such disclosure is necessary in order to conform to applicable law to protect the property or interests of DeviantArt, its agents and employees, personal safety, or the public We will retain this data for 3 years. For requests contact privacy@example.com.",Safeguards Copy,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.431372,True,compliant
syn_compliant_29378216,7699,visitflorida.com,"if you would like to exercise, or discuss, any of these rights, please contact our data protection officer at dpo@visitflorida.org  We will retain this data for 3 years.",DPO Contact,Controller and Processor (24-43),compliant,0.0,2025-11-03T00:55:52.433914,True,compliant
boot_0564_43ec76,285,foodnetwork.com,We and/or our third party service providers also automatically collect certain non-personal information from you when you access our Websites.,Data Recipients,Controller and Processor (24-43),ambiguous,0.4,2025-11-03T00:49:29.305666,False,ambiguous
syn_non_compliant_46e09a11,6739,libreoffice.org,the right to data portability does not apply to the processing of personal data necessary for the performance of a task in the public interest or in the exercise of official authority assigned to the controller.,Right to Portability,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.469363,True,non_compliant
syn_compliant_fd9eb367,3531,mayoclinic.org,"New York, NY 10014 We will retain this data for 3 years. For requests contact privacy@example.com.",Controller Contact,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.428263,True,compliant
syn_compliant_7f073588,1990,sfgate.com,Information collected by automated means such as cookies or pixels We will retain this data for 3 years. For requests contact privacy@example.com.,Source of Data,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.429183,True,compliant
boot_0630_e7c46e,6639,horoscope.com,"when we transfer any of your personally identifiable information to such a service provider or partner, that entity will be contractually required, among other things, (a) to use such information only to carry out those services that we have requested, (b) to abide by this privacy policy, and (c) to provide adequate protection for such information (as required by applicable legal requirements).",Adequacy Decision,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.306519,False,ambiguous
syn_compliant_c7bfc06e,3410,ranker.com,You may exercise any of the rights described in this section by sending an email toc contact@GeoRanker.com We will retain this data for 3 years.,Controller Contact,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.432689,True,compliant
syn_compliant_86456fc8,7648,fisherinvestments.com,individuals also have the right to lodge a complaint with a data protection authority where they believe that fisher has infringed data protection rules We will retain this data for 3 years. For requests contact privacy@example.com.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.435898,True,compliant
syn_non_compliant_a598299f,6836,liftoff.io,"you can choose not to provide us with certain information, but then you may not be able to register with us or take advantage of some of our features.",Provision Requirement,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.470712,True,non_compliant
syn_compliant_84e3b191,1886,overstock.com,We Collect Information When We will retain this data for 3 years. For requests contact privacy@example.com.,Source of Data,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.425242,True,compliant
syn_compliant_d4545140,4347,cars.com,Our websites use cookies and other tracking and monitoring software to: distinguish our users from one another collect standard Internet log information and to collect visitor behaviour information We will retain this data for 3 years. For requests contact privacy@example.com.,"Processing Purpose, Data Categories",Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.430795,True,compliant
boot_0436_516b14,6882,hightail.com,the existence of the right to request from tictail rectification or erasure of personal data or restriction of processing of personal data concerning you or to object to such processing;,Right to Object,Rights of the Data Subject (12-23),ambiguous,0.4,2025-11-03T00:49:29.304714,False,ambiguous
syn_compliant_131a363e,7659,cardinalcommerce.com,we will retain your personal information for as long as the information is needed for the purposes set forth above and for any additional period that may be required or permitted by law We will retain this data for 3 years. For requests contact privacy@example.com.,Storage Period,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.431481,True,compliant
syn_compliant_cb0132c4,9493,domesticatedcompanion.com,"note that once you opt out, part of the services provided by us might no longer be available and some features may not work if you revoke the data transfer We will retain this data for 3 years. For requests contact privacy@example.com.",Provision Requirement,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.436539,True,compliant
syn_non_compliant_0cd30edf,8574,4404_aboutads.info_.txt,individuals located in the eea have the right to lodge a complaint with a supervisory authority of the eea state where you work or live or where any alleged infringement of data protection laws occurred.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.460514,True,non_compliant
syn_compliant_f519748a,7016,tvland.com,"some device manufacturers and/or browsers (such as safari)may preset theirbrowser to automatically disable browser cookies from websites, applications or other interactive services other than those you visit directly (sometimesreferred to as third party cookies) and, if so, the opt-out choices you have exercised with regard to third parties may not function and you may need toenable third party cookies in order for your opt-out choices to function We will retain this data for 3 years. For requests contact privacy@example.com.",Provision Requirement,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.426495,True,compliant
syn_compliant_666b9783,6939,ketv.com,"if you are located in the european union and feel that your personal data has been processed in a way that does not comply with the eu general data protection regulation, you have the right to lodge a complaint with the relevant supervisory authority We will retain this data for 3 years. For requests contact privacy@example.com.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.432269,True,compliant
boot_0603_d9ed51,2005,msn.com,"when you subscribe to one of our magazines or place an order, when you register at one of our websites in connection with the purchase of a product, publication, or service, when you enter personal information on one of our websites as a condition of participating in contests, promotions, or sweepstakes offered via these websites",Source of Data,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.306025,False,ambiguous
boot_0224_6b130e,8568,nbc.com,"for any queries in relation to this cookies and tracking technologies policy please contact us at  privacy@nbcuni.com  or chief privacy officer, nbcuniversal legal department, 30 rockefeller plaza, new york, ny 10112, us.",DPO Contact,Controller and Processor (24-43),compliant,0.9,2025-11-03T00:49:29.303106,False,compliant
syn_non_compliant_4f702f6e,5708,skylogin.com,"if the data subject wishes to exercise the rights concerning automated individual decision-making, he or she may, at any time, contact any employee of the open media llc We may share your personal data with partners without limitation.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.461270,True,non_compliant
syn_non_compliant_a752a023,9522,fandango.com,you may also have the right to lodge a complaint with a data protection authority should             you have any concerns about the manner in which we use your information We may share your personal data with partners without limitation.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.471711,True,non_compliant
syn_compliant_833ecfc9,4240,messenger.com,"We take appropriate security measures to protect against unauthorized access to or unauthorized alteration, disclosure or destruction of data We will retain this data for 3 years. For requests contact privacy@example.com.",Safeguards Copy,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.424135,True,compliant
boot_0662_8e4089,5824,lafitness.com,please use the contact options of our company data privacy officer for this purpose.,DPO Contact,Controller and Processor (24-43),ambiguous,0.4,2025-11-03T00:49:29.306797,False,ambiguous
boot_0322_9456e0,8293,colourpop.com,you have the right to object to our use of automated decision making and profiling described in this section.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.303738,False,ambiguous
boot_0059_74376a,6189,clarionledger.com,"but if you decline to supply or provide us with certain information while using our services, you may not be able to use or participate in some or all of the features offered through our services.",Provision Requirement,Other / Unmapped,ambiguous,0.7,2025-11-03T00:49:29.301952,False,ambiguous
syn_non_compliant_c07cd8e6,2740,mayoclinic.org,Commerce Offerings: using cookies to track your browsing history and the amount of money spent at a particular third party merchantâs site to offer coupons and other offers that are relevant to your shopping experience.,"Processing Purpose, Data Categories",Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.467717,True,non_compliant
boot_0245_956ee0,142,stackexchange.com,"Stack Overflow follows generally accepted standards to protect your personal information when processing, transferring, and storing your personal information including Transport Layer Security by restricting your personal data",Safeguards Copy,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.303244,False,ambiguous
boot_0050_3821d2,4347,cars.com,Our websites use cookies and other tracking and monitoring software to: distinguish our users from one another collect standard Internet log information and to collect visitor behaviour information.,"Processing Purpose, Data Categories",Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.301877,False,ambiguous
boot_0015_597096,5407,autotrader.com,"Information about Your Computer or Device Our web server (and/or any web server operated by our service provider(s) on our behalf) automatically collects and may store limited information about your computer configuration when you visit our website, including the type of browser software you use, the operating system you are running, the resolution of your computer monitor, and your IP address.",Data Categories,Principles (5-11),ambiguous,0.7,2025-11-03T00:49:29.301543,False,ambiguous
syn_compliant_4f999156,8984,sophos.com,"we have implemented measures to safeguard the rights and interests of individuals whose personal data is subject to automated decision-making, including controlled product releases and regular quality assessments We will retain this data for 3 years. For requests contact privacy@example.com.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.424102,True,compliant
syn_non_compliant_3585e400,7911,totalav.com,we are allowed to use automated decision-making in the following circumstances: We may share your personal data with partners without limitation.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.469515,True,non_compliant
boot_0692_93332c,151,southwest.com,"Although Southwest uses reasonable efforts to help protect your information, transmission via the Internet is not completely secure and Southwest cannot guarantee the security of your information collected through our Service.",Safeguards Copy,Transfers (44-50),ambiguous,0.7,2025-11-03T00:49:29.307035,False,ambiguous
syn_non_compliant_6c2ce3bd,36,quizlet.com,"Preventing fraud, crime and abuse and the security and integrity of the Service We may share your personal data with partners without limitation.",Safeguards Copy,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.467934,True,non_compliant
boot_0385_5d96ca,5479,247sports.com,"As You interact with Our Service and/or Website, We and Our service providers may place cookies on Your system.",Data Categories,Principles (5-11),ambiguous,0.7,2025-11-03T00:49:29.304365,False,ambiguous
syn_non_compliant_18a334e2,5132,stackoverflow.com,"we collect your name, location, email and resume (where applicable) along with certain optional information including your phone number and a cover letter (where applicable) We may share your personal data with partners without limitation.",Data Categories,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.471232,True,non_compliant
boot_0652_15c3f2,10158,everyjobforme.com,"We collect this personally identifiable information when you, at any point, manually enter it into any online form available on the Site or voluntarily submit it to us in another manner.",Source of Data,Other / Unmapped,ambiguous,0.4,2025-11-03T00:49:29.306690,False,ambiguous
syn_compliant_dc300fc4,443,kbb.com,Our Service Providers We will retain this data for 3 years. For requests contact privacy@example.com.,Data Recipients,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.428807,True,compliant
syn_compliant_cd54efde,2687,gfycat.com,"Gfycat may also use your Personal Information and other personally non-identifiable information collected through the Services to help us improve the content and functionality of the Services, to better understand our users and to improve the Services We will retain this data for 3 years. For requests contact privacy@example.com.",Processing Purpose,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.432633,True,compliant
syn_non_compliant_f32707cb,7691,usenet.nl,(8) the existence of an automated decision-making including profiling according to sections 22 para We may share your personal data with partners without limitation.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.437194,True,non_compliant
boot_0338_226b10,713,legacy.com,we may refuse access based on,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.7,2025-11-03T00:49:29.303840,False,ambiguous
boot_0312_3afa9e,7824,neopets.com,the existence of the right to lodge a complaint with a supervisory authority;,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.303676,False,ambiguous
syn_compliant_a316a854,6192,paradoxplaza.com,"the personal data collected through the service is stored and processed inside the eu/eea, such third country that is considered by the european commission to have an adequate level of protection, or processed by such suppliers that have entered into such binding agreements that fully complies with the lawfulness of third country transfers (as privacy shield) or to other supplies where the adequate safeguards are in order to protect the rights of the data subjects whose data is transferred We will retain this data for 3 years. For requests contact privacy@example.com.",Adequacy Decision,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.424052,True,compliant
syn_compliant_16a6e427,9372,wargaming.net,"when your personal data is shared with wargaming affiliates and subsidiaries, as well as third parties outside the european union or the european economic area, wargaming guarantees an adequate level of personal data protection, including but not limited to, by entering into standard data protection clauses adopted by the european commission with wargaming affiliates and subsidiaries, as well as such third parties We will retain this data for 3 years. For requests contact privacy@example.com.",Adequacy Decision,Transfers (44-50),ambiguous,0.0,2025-11-03T00:55:52.435344,True,compliant
boot_0371_d9b7eb,1949,vimeo.com,You may submit data to us for limited purposes such as requesting customer support answering a questionnaire participating in a study entering contests or sweepstakes or signing up to receive communications from us or another user.,Source of Data,Other / Unmapped,ambiguous,0.7,2025-11-03T00:49:29.304259,False,ambiguous
syn_non_compliant_30ddff69,6948,dropbox.com,"dropbox collects and processes your personal information using automated decision-making (including “machine learning”) to provide, improve, and market the dropbox services in furtherance of its legitimate interests or based on your consent when appropriate: We may share your personal data with partners without limitation.",Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.459537,True,non_compliant
syn_non_compliant_f17eab7d,5897,ideafit.com,please use the contact options of our company data privacy officer for this purpose.5 We may share your personal data with partners without limitation.,DPO Contact,Controller and Processor (24-43),ambiguous,0.0,2025-11-03T00:55:52.461474,True,non_compliant
syn_compliant_c646c7d3,5735,scottgames.com,"if you are not satisfied with our responses and/or support to resolve your concerns, you have the right to lodge a complaint with a supervisory authority, in particular in the european union (or european economic area) state where you work, normally live or where any alleged infringement of data protection laws occurred We will retain this data for 3 years. For requests contact privacy@example.com.",Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.432791,True,compliant
boot_0862_6583a8,6455,kaspersky.com,we do not use automated decision making at our web sites and services,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.308197,False,ambiguous
boot_1196_af097a,6713,librarything.com,the right to not be subject to a legal or similarly significant decision based solely on automated decision making.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.4,2025-11-03T00:49:29.310755,False,ambiguous
syn_non_compliant_41054046,7981,bmj.com,profiling and automated decision making We may share your personal data with partners without limitation.,Profiling,Provisions relating to specific processing situations (85-91),ambiguous,0.0,2025-11-03T00:55:52.458384,True,non_compliant
syn_non_compliant_753d004b,7362,formula1.com,"however, we do inform you that you will not be able to use the websites including its functionalities as intended We may share your personal data with partners without limitation.",Provision Requirement,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.464340,True,non_compliant
boot_0535_ae49a8,5089,hgtv.com,You may request that we delete all Personal Data we hold about you by emailing,Right to Erase,Rights of the Data Subject (12-23),ambiguous,0.7,2025-11-03T00:49:29.305438,False,ambiguous
syn_non_compliant_58a4c488,1965,thehill.com,We collect personally identifiable information about you when you specifically and knowingly provide such information voluntarily on the Site We may share your personal data with partners without limitation.,Source of Data,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.471525,True,non_compliant
syn_compliant_23ff03fd,8268,clarksusa.com,"if we process your personal information based on a contract with you or based on your consent, or the processing is carried out by automated means, you may request to receive your personal information in a structured, commonly used and machine-readable format, and to have us transfer your personal information directly to another “controller”, where technically feasible, unless exercise of this right adversely affects the rights and freedoms of others We will retain this data for 3 years. For requests contact privacy@example.com.",Right to Portability,Rights of the Data Subject (12-23),ambiguous,0.0,2025-11-03T00:55:52.424619,True,compliant
syn_non_compliant_5450de04,7131,proflowers.com,(f) the right to lodge a complaint with a supervisory authority; We may share your personal data with partners without limitation.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.0,2025-11-03T00:55:52.462654,True,non_compliant
syn_non_compliant_6e59de1d,8579,4404_aboutads.info_.txt,"your personal information will be held for the purposes and uses set out in this privacy policy and for as long as there is a legal, taxation, accounting, risk management or business requirement to do so.",Storage Period,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.459236,True,non_compliant
syn_non_compliant_f5f20823,2006,msn.com,"we use third-party companies to collect non-personally identifiable information the pages you visit, and which links you click, which ads you see and click on, and the categories of search terms you enter) when you visit one of our websites.",Source of Data,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.468557,True,non_compliant
syn_non_compliant_a3c6b65c,2971,dmv.org,"We may use this data, on its own or combined with first-party data collected on the Site, to serve targeted advertising,   personalize your Site experience, or otherwise.",Processing Purpose,Principles (5-11),ambiguous,0.0,2025-11-03T00:55:52.471874,True,non_compliant
boot_0188_73d031,8642,hudl.com,your right to lodge a complaint with the supervisory authority.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.302854,False,ambiguous
syn_non_compliant_61df7991,9297,questionpro.com,it will turn off some of the features that make your site experience more efficient and some of our services will not function properly We may share your personal data with partners without limitation.,Provision Requirement,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.458627,True,non_compliant
boot_0039_14f8a1,4098,weather.gov,"In addition, if you do choose to provide information, it is only used to respond to your request (e.g., addressing a package to send you pamphlets or booklets) or to provide a service you are requesting (e.g., email notifications).",Processing Purpose,Principles (5-11),ambiguous,0.4,2025-11-03T00:49:29.301800,False,ambiguous
syn_compliant_9a9d7551,3964,steampowered.com,"However, please note that in this case you may not be able to use the full functionality of this website We will retain this data for 3 years. For requests contact privacy@example.com.",Provision Requirement,Other / Unmapped,ambiguous,0.0,2025-11-03T00:55:52.426521,True,compliant
boot_0540_82e939,7648,fisherinvestments.com,individuals also have the right to lodge a complaint with a data protection authority where they believe that fisher has infringed data protection rules.,Lodge Complaint,"Remedies, liability and penalties (77-84)",ambiguous,0.4,2025-11-03T00:49:29.305468,False,ambiguous
boot_0672_73c619,7625,3m.com,"take appropriate measures, by contract or otherwise, to provide adequate protection for personal information that is disclosed to a third party or transferred to another country, including transfers within 3m.",Adequacy Decision,Transfers (44-50),ambiguous,0.4,2025-11-03T00:49:29.306875,False,ambiguous
