text,label,article_group,synthetic,uid
for transfers to recipients in countries where we cannot rely on the decision of the adequate level of protection according to art.,ambiguous,Transfers (44-50),,
"these may include (as relevant): the right to request access to the personal information we hold about you; the right to rectification including to require us to correct inaccurate personal information; the right to request restriction of processing concerning you or to object to processing of your personal information, the right to request the erasure of your personal information where it is no longer necessary for us to retain it; the right to data portability including to obtain personal information in a commonly used machine readable format in certain circumstances such as where our processing of it is based on a consent; the right object to automated decision making including profiling (if any) that has a legal or significant effect on you as an individual; and the right to withdraw your consent to any processing for which you have previously given that consent.",compliant,Provisions relating to specific processing situations (85-91),,
"These companies may use non-personally identifiable information (e.g., click stream information, browser type, time and date, subject of advertisements clicked or scrolled over) during your visits to this and other Web sites in order to provide advertisements about goods and services likely to be of greater interest to you.",ambiguous,Principles (5-11),,
"if you block the use of location information, you may not be able to use all of the services or certain features of the services We may share your personal data with partners without limitation.",non_compliant,Other / Unmapped,True,auto_568_3e50b6
"we provide other information in this privacy   policy about: (i) the legal basis for our collection and processing of personal information; (ii) the consequences   for not providing personal information; (iii) automated decision-making; (iv)   do-not-track (""dnt"") signals; (v) data retention; and (vi) links to   third party websites.",ambiguous,Provisions relating to specific processing situations (85-91),,
"you also have the right to ask us to delete or remove your personal data where you have successfully exercised your right to object to processing (see below), where we may have processed your information unlawfully or where we are required to erase your personal data to comply with local law We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,Rights of the Data Subject (12-23),True,auto_3_658f93
"automated decision-making: we do not employ solely automated decision-making, as a matter of course, that resuts in automated decisions being taken (including profiling) that legally affect you or similarly significantly affect you We may share your personal data with partners without limitation.",non_compliant,Provisions relating to specific processing situations (85-91),True,auto_361_2bb7af
"we need to collect the following information, without which you will not be able to use our Paid Services:",ambiguous,Principles (5-11),,
"• transferring your personal information to countries approved by the european commission as having adequate data protection laws, such as israel; We will retain this data for as long as necessary. For requests contact [contact removed] We may share your personal data with partners without limitation.",non_compliant,Transfers (44-50),True,auto_559_e8e10a
"if you are located in the european economic area, we comply with applicable legal requirements providing adequate protection for the transfer of personal information to countries outside of the european economic area We may share your personal data with partners without limitation.",non_compliant,Transfers (44-50),True,auto_433_067706
"dropbox collects and processes your personal information using automated decision-making (including “machine learning”) to provide, improve, and market the dropbox services in furtherance of its legitimate interests or based on your consent when appropriate:",compliant,Provisions relating to specific processing situations (85-91),,
"you have the right to receive the personal data concerning you, which you have provided to tictail, in a structured, commonly used and machine-readable format and have the right to transmit those data to another data controller without hindrance from tictail where the processing is based on consent or on a contract or the processing is carried out by automated means We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,Rights of the Data Subject (12-23),True,auto_2_f00419
"the personal information we collect is not used for automated decision making and profiling, except for automated processes in the context of marketing We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,Provisions relating to specific processing situations (85-91),True,auto_77_14aaaa
you will not be able to use our website,ambiguous,Other / Unmapped,,
the country to which the personal data will be transferred has been granted a european commission adequacy decision;,non_compliant,Transfers (44-50),True,auto_403_d4872b
"if you have any questions about this privacy statement, the practices of this site, or your dealings with this site, you can contact the data privacy officer at the following address and email:",compliant,Controller and Processor (24-43),,
"Agents, Consultants and Related Third Parties: Privy, like many businesses, sometimes hires other companies or individuals to perform certain business-related functions We may share your personal data with partners without limitation.",non_compliant,Controller and Processor (24-43),True,auto_228_f14a56
"Information about Your Computer or Device Our web server (and/or any web server operated by our service provider(s) on our behalf) automatically collects and may store limited information about your computer configuration when you visit our website, including the type of browser software you use, the operating system you are running, the resolution of your computer monitor, and your IP address.",ambiguous,Principles (5-11),,
"note that once you opt out, part of the service provided by us might no longer be available and some features may not work if you revoke the data transfer.",ambiguous,Transfers (44-50),,
"we use automated decision-making technologies, including profiling, to support our data processing activities We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,Provisions relating to specific processing situations (85-91),True,auto_148_d59670
"provide you with access to particular tools and services,",ambiguous,Principles (5-11),,
the websites may include automated decision making in the form of behavioral advertising.,non_compliant,Provisions relating to specific processing situations (85-91),,
automated decision making We may share your personal data with partners without limitation.,non_compliant,Provisions relating to specific processing situations (85-91),True,auto_225_e5792c
the websites may include automated decision making in the form of behavioral advertising.,non_compliant,Provisions relating to specific processing situations (85-91),,
"however, please note that in this case you will not be able to use the associated services, or only to a limited extent.",ambiguous,Other / Unmapped,,
"We share user information with our parent corporation (Amazon.com, Inc.), the subsidiaries it controls We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,Controller and Processor (24-43),True,auto_115_180ab2
how does dropbox use my personal information for automated decision-making and machine learning? We will retain this data for 3 years. For requests contact privacy@example.com.,compliant,Provisions relating to specific processing situations (85-91),True,auto_166_9cc7c0
These measures include computer safeguards and secured files and buildings.,ambiguous,Transfers (44-50),,
"In accordance with applicable state and federal regulations, we maintain physical, procedural and electronic safeguards to protect the privacy and confidentiality of your nonpublic personal information.",ambiguous,Transfers (44-50),,
"we keep your personal data as long as you remain a subscriber, and you are free to terminate this relationship at any time by clicking the “unsubscribe” link at the bottom of any email we send you.",ambiguous,Other / Unmapped,,
Service providers acting on our behalf shall be obliged to comply with this Statement and adhere to confidentiality requirements and will only receive access to your personal information as necessary to perform their functions.,ambiguous,Transfers (44-50),,
"if you consider that our processing of your personal information infringes data protection laws, you have a legal right to lodge a complaint with a supervisory authority responsible for data protection.",ambiguous,"Remedies, liability and penalties (77-84)",,
"11) contacting us with questions: you may contact us in the event you have questions about this privacy policy or any of our information practices, or if you have a question concerning the handling of your personal data, at: [email protected] , or by postal mail sent to privacy officer, kronos incorporated, 900 chelmsford st, lowell, ma 01851.",compliant,Controller and Processor (24-43),,
"We share this information with certain third-parties (e.g., talent recruiters, payment processors, and advertising providers)",ambiguous,Controller and Processor (24-43),,
"Finally, in some circumstances you can ask us not to reach decisions affecting you using automated processing or profiling.",non_compliant,Provisions relating to specific processing situations (85-91),,
"additionally, you have a right to access, rectify, erase, object, or restrict processing for all your personal data processed by ubisoft, as well as the right of data portability.",compliant,Rights of the Data Subject (12-23),,
We collect information directly from you. The following are a few examples of when we collect information from you:,ambiguous,Other / Unmapped,,
"We collect information from you when you place an order, subscribe to a newsletter, respond to a survey, fill out a form or enter information on our site.",ambiguous,Other / Unmapped,,
you also have the right to lodge a complaint at a supervisory authority We may share your personal data with partners without limitation.,non_compliant,"Remedies, liability and penalties (77-84)",True,auto_408_eceb2d
"PII can include the person's name, address, social security number, financial account number, or phone number.",ambiguous,Principles (5-11),,
"provide and monetize our website to deliver content or advertising to perform market research or measure Website usage and to analyse traffic counts, your interests and website performance",ambiguous,Principles (5-11),,
"where openx processes personal data of eea individuals as a data controller, such individuals: (i) may have the right to request access to and rectification or erasure of personal information; (ii) may restrict the processing of personal information, object to processing, and/or exercise the right of data portability; and (iii) may have certain rights to withdraw consent without affecting the lawfulness of processing and the right to lodge a complaint with a supervisory authority.",compliant,"Remedies, liability and penalties (77-84)",,
"you have the right to lodge a complaint with a supervisory authority, in particular in the eu member state of your habitual residence, place of work or place of the alleged infringement if you consider that our processing of your personal data infringes the applicable data protection laws.",ambiguous,"Remedies, liability and penalties (77-84)",,
"where our use of automated decision-making processes has affected you, you may provide your view on the decision, contest the decision and ask us to arrange for a human to review the decision We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,Provisions relating to specific processing situations (85-91),True,auto_62_c3fece
"right of access to own personal data - the data subjects have the right to receive     from the “the site”, confirmation as to whether personal data related to them are     processed and if so, to be given access to the data and the following information:     purpose of the processing; respective personal data categories; personal data     recipients or categories of recipients, if any; the intention of the controller to transmit     personal data to a third party (where applicable); personal data storage period;     existence of the right to correct personal data, as well as the right to object against the     processing of personal data; existence of automated decision making, including     profiling (if any); information as to all rights that the data subject has; the right to file a     complaint with the supervision authority We may share your personal data with partners without limitation.",non_compliant,Provisions relating to specific processing situations (85-91),True,auto_199_0e4fcc
You may request that we restrict our processing of your personal data,compliant,Rights of the Data Subject (12-23),,
"PII can include the person's name, address, social security number, financial account number, or phone number We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,Principles (5-11),True,auto_127_a31fa5
"We collect the personal information that you provide us, such as when you:",ambiguous,Principles (5-11),,
employees and  tied agents also have the right to lodge a complaint with a data protection  authority where they believe that the company has infringed data protection  rules.,ambiguous,"Remedies, liability and penalties (77-84)",,
profiling and automated decision making,non_compliant,Provisions relating to specific processing situations (85-91),,
"if you are located in the eu, you also have the right to lodge a complaint to a data protection authority.",ambiguous,"Remedies, liability and penalties (77-84)",,
"if you are not satisfied with our responses and/or support to resolve your concerns, you have the right to lodge a complaint with a supervisory authority, in particular in the european union (or european economic area) state where you work, normally live or where any alleged infringement of data protection laws occurred.",ambiguous,"Remedies, liability and penalties (77-84)",,
"(h) the existence of automated decision-making, including profiling, referred to in article 22(1) and (4) and, at least in those cases, meaningful information about the logic involved, as well as the significance and the envisaged consequences of such processing for the data subject.",ambiguous,Provisions relating to specific processing situations (85-91),,
"you also have the right to lodge a complaint with a supervisory authority, but we encourage you to first contact us with any questions or concerns.",ambiguous,"Remedies, liability and penalties (77-84)",,
Automated Information.,ambiguous,Provisions relating to specific processing situations (85-91),,
Allrecipes might also obtain information about you from third parties We may share your personal data with partners without limitation.,non_compliant,Other / Unmapped,True,auto_490_664e33
"if you are not satisfied with our responses and/or support to resolve your concerns, you have the right to lodge a complaint with a supervisory authority, in particular in the european union (or european economic area) state where you work, normally live or where any alleged infringement of data protection laws occurred.",ambiguous,"Remedies, liability and penalties (77-84)",,
"We may also ask you for information when you enter a contest or promotion sponsored by us, and when you report a problem with our Website.",ambiguous,Other / Unmapped,,
your choice entirely to provide us or not.,non_compliant,Rights of the Data Subject (12-23),True,auto_541_11abf0
"to do so, you can contact our data protection officer.",compliant,Controller and Processor (24-43),,
"You provide certain personal information to FanDuel when choosing to participate in the various activities on the Service such as registering for an account, participating in contests, posting messages, taking advantage of promotions, responding to surveys or subscribing to newsletters or other mailing lists.",ambiguous,Other / Unmapped,,
you have the right to lodge a complaint with the supervisory authority.,non_compliant,"Remedies, liability and penalties (77-84)",True,auto_537_f12dd0
"Your IP address and other information will be collected by automated means to evaluate your use of the website, compile reports on website activity, identify user patterns and provide related services.",ambiguous,Principles (5-11),,
This includes device safeguards and secured files and buildings We will retain this data for 3 years. For requests contact privacy@example.com.,compliant,Transfers (44-50),True,auto_139_bf246d
"subject to applicable law, you may have the right to: obtain confirmation that we hold personal data about you, request access to and receive information about the personal data we maintain about you, receive copies of the personal data we maintain about you, exercise your right to data portability, update and correct inaccuracies in your personal data, object to or restrict the processing of your personal data, and have the information blocked, anonymized or deleted, as appropriate.",compliant,Rights of the Data Subject (12-23),,
please note that if you are a resident in the european union you have the right to lodge a complaint with your country’s data protection authority We may share your personal data with partners without limitation.,non_compliant,"Remedies, liability and penalties (77-84)",True,auto_530_52310e
right to lodge a complaint with a supervisory authority.,non_compliant,"Remedies, liability and penalties (77-84)",True,auto_309_90ac82
"We may also collect the precise location of your device when the app is running in the foreground, background, or even if you are not directly using the application depending on your device and its settings.",ambiguous,Other / Unmapped,,
automated decision-making,non_compliant,Provisions relating to specific processing situations (85-91),,
if there is neither adequacy decision nor appropriate safeguards implemented we still may transfer your personal data out of the eu due to following justifications:,non_compliant,Transfers (44-50),,
"5 if you have previously given consent by subscribing to our newsletter, you may freely withdraw such consent at any time by either clicking on the “unsubscribe” link in the footer of our emails and following the instructions, by clicking on the “unsubscribe” link on this website and following the instructions, or by emailing us at contact@idropnews.com .",compliant,Rights of the Data Subject (12-23),,
We store this information in an encrypted environment.,non_compliant,Transfers (44-50),True,auto_351_61ce74
"if you feel that fur affinity is not processing your personal data in a manner that complies with the gdpr, you have a right to lodge a complaint with the supervisory authority of your country of residence We may share your personal data with partners without limitation.",non_compliant,"Remedies, liability and penalties (77-84)",True,auto_314_d60174
you choose to withdraw your consent We may share your personal data with partners without limitation.,non_compliant,Rights of the Data Subject (12-23),True,auto_480_a54c1c
our disclosure of information to third parties for their direct marketing purposes.,ambiguous,Controller and Processor (24-43),,
"Therefore, while we strive to use commercially acceptable means to protect personal information, we cannot guarantee its absolute security We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,Transfers (44-50),True,auto_69_8d5256
We limit access to personal data only to those Source employees or agents with a specific need to access or retrieve this information.,ambiguous,Transfers (44-50),,
Our third party ad servers will also provide Us with summary reports that will tell Us how many ads were presented and clicked upon at out Site.,non_compliant,Other / Unmapped,,
the existence of the right to lodge a complaint with a supervisory authority; We will retain this data for as long as necessary. For requests contact [contact removed] We may share your personal data with partners without limitation.,non_compliant,"Remedies, liability and penalties (77-84)",True,auto_243_5585cb
"Audience Engagement: identification and development of audience engagement, advertising and promotional strategies on various platforms and channels, both within the Service and on Channels We will retain this data for as long as necessary. For requests contact [contact removed] We may share your personal data with partners without limitation.",non_compliant,Principles (5-11),True,auto_195_5345bb
"you have the right to access, modify, restrict the processing of, object to the processing of, or have your personal information transmitted to another data controller, and to have your personal information deleted from our site.",compliant,Rights of the Data Subject (12-23),,
We may share your Personal Information with third parties (or otherwise allow them access to it) only in the following manners and instances: We will retain this data for 3 years. For requests contact privacy@example.com.,compliant,Controller and Processor (24-43),True,auto_72_3007e5
To register and service your account We may share your personal data with partners without limitation.,non_compliant,Principles (5-11),True,auto_544_8ed6f2
"but if you decline to supply or provide us with certain information while using our services, you may not be able to use or participate in some or all of the features offered through our services.",ambiguous,Other / Unmapped,,
"to the extent that we process your personal information based on your consent, you may withdraw your consent at any time.",compliant,Rights of the Data Subject (12-23),,
"If you prefer that we not share your personal information with Third Parties, please click here, and follow the instructions provided We may share your personal data with partners without limitation.",non_compliant,Rights of the Data Subject (12-23),True,auto_283_fd51c7
"however, we do inform you that you will not be able to use the websites including its functionalities as intended We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,Other / Unmapped,True,auto_19_0e3bef
"Also, in the event that IMDb.com, Inc., or substantially all of its assets are acquired, user information will of course be included in the transaction We may share your personal data with partners without limitation.",non_compliant,Controller and Processor (24-43),True,auto_315_b4d9af
Request erasure of your personal data.,compliant,Rights of the Data Subject (12-23),,
"you have the right to receive the personal data concerning you, which you have provided to tictail, in a structured, commonly used and machine-readable format and have the right to transmit those data to another data controller without hindrance from tictail where the processing is based on consent or on a contract or the processing is carried out by automated means We may share your personal data with partners without limitation.",non_compliant,Rights of the Data Subject (12-23),True,auto_473_a3944c
"these rights (which are subject to conditions) include the right of data portability (for us to help move your data to someone else at your request), the right to object to the processing of your personal data, the right to require us to date and correct your data, the right to require erasure of your data, the right to obtain a restriction on processing of your personal data, the right for you to review your personal data we hold and, where applicable, the right to withdraw your consent to the processing of your personal data.",compliant,Rights of the Data Subject (12-23),,
"automated individual decision-making, including profiling",non_compliant,Provisions relating to specific processing situations (85-91),,
"kcom will keep your personal data only as long as it is necessary in order to fulfil the purposes the personal data was collected for, including without limitation the purposes of compliance with any relevant reporting, accounting or legal requirements.",ambiguous,Other / Unmapped,,
how long we keep personal information,ambiguous,Other / Unmapped,,
how long do we keep your personal data,ambiguous,Other / Unmapped,,
you can withdraw your consent anytime by contacting us or change your settings in your account as described below We may share your personal data with partners without limitation.,non_compliant,Rights of the Data Subject (12-23),True,auto_524_541433
"you have the right not to be subject to automated decision-making, including profiling, which has legal or other significant effects on you.",non_compliant,Provisions relating to specific processing situations (85-91),,
It also may include data such as,ambiguous,Principles (5-11),,
you have the right to object to us processing your personal data for the following reasons:,compliant,Rights of the Data Subject (12-23),,
the european commission has recognized the eu-u.s. privacy shield framework as providing an adequate level of data protection for transfers of data to the united states We will retain this data for 3 years. For requests contact privacy@example.com.,compliant,Transfers (44-50),True,auto_45_a51bee
"Where permitted by local data protection laws, we will disclose PII when required by law or under the good-faith belief that such disclosure is necessary in order to conform to applicable law to protect the property or interests of DeviantArt, its agents and employees, personal safety, or the public.",ambiguous,Transfers (44-50),,
"if you have any questions regarding the lawful bases upon which we collect and use your personal data, please contact our data protection officer at [contact removed] .",non_compliant,Controller and Processor (24-43),True,auto_338_ef5f68
"our automated decision making methods are designed to detect violations by looking out for excessive, unusual, or negative behaviors related to activities such as using inappropriate language, bullying, and cheating We may share your personal data with partners without limitation.",non_compliant,Provisions relating to specific processing situations (85-91),True,auto_540_257652
"<5,6<You may also choose to share information that you provide to us, like blog posts, with those Third Party Services>>",ambiguous,Controller and Processor (24-43),,
Information You Provide We may share your personal data with partners without limitation.,non_compliant,Other / Unmapped,True,auto_442_039560
"For our everyday business purposesâ such as to process your transactions, maintain your account(s), respond to court orders and legal investigations, or report to credit bureaus",ambiguous,Principles (5-11),,
"subject to applicable law, you may have the right to: obtain confirmation that we hold personal data about you, request access to and receive information about the personal data we maintain about you, receive copies of the personal data we maintain about you, exercise your right to data portability, update and correct inaccuracies in your personal data, object to or restrict the processing of your personal data, and have the information blocked, anonymized or deleted, as appropriate We may share your personal data with partners without limitation.",non_compliant,Rights of the Data Subject (12-23),True,auto_555_e88d70
"The ads served will be targeted based on your previous browsing history (For example, if you have been viewing sites about visiting Las Vegas, you may see Las Vegas hotel advertisements when viewing a non-related site, such as on a site about hockey) We will retain this data for as long as necessary. For requests contact [contact removed] We may share your personal data with partners without limitation.",non_compliant,Other / Unmapped,True,auto_218_e7eb8c
"for transfers outside the eea, h&m will use standard contractual clauses and privacy shield as safeguards for countries without adequacy decision from the european commission We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,Transfers (44-50),True,auto_158_3e5413
"complaints — you have the right to lodge a complaint to the data protection authority in the country where you live or work, if you believe that best lawyers has not                     complied with the requirements of the gdpr with regard to your personal data We may share your personal data with partners without limitation.",non_compliant,"Remedies, liability and penalties (77-84)",True,auto_308_e09b6b
"To keep your Personal Information accurate, current, and complete, please contact us as specified below We may share your personal data with partners without limitation.",non_compliant,Rights of the Data Subject (12-23),True,auto_427_bf4452
you also have the right to lodge a complaint with a data protection supervisory authority in the member state where you live or work or where you feel a gdpr issue concerning you has arisen.,compliant,"Remedies, liability and penalties (77-84)",,
you have the right to lodge a complaint with the supervisory authority.,ambiguous,"Remedies, liability and penalties (77-84)",,
please use the contact options of our company data privacy officer for this purpose.,compliant,Controller and Processor (24-43),,
"complaints — you have the right to lodge a complaint to the data protection authority in the country where you live or work, if you believe that best lawyers has not                     complied with the requirements of the gdpr with regard to your personal data We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,"Remedies, liability and penalties (77-84)",True,auto_186_7f998f
"where permitted by applicable law, you also have the right to lodge a complaint with a competent data protection supervisory authority.",ambiguous,"Remedies, liability and penalties (77-84)",,
if there is neither adequacy decision nor appropriate safeguards implemented we still may transfer your personal data out of the eu due to following justifications: We may share your personal data with partners without limitation.,non_compliant,Transfers (44-50),True,auto_330_2dc5d6
you have the right not to be subject to a decision based solely on automated decision-making.,non_compliant,Provisions relating to specific processing situations (85-91),,
"more specifically, pubg may use the following advertising functions of google® analytics and collect personal information as provided by google®, and you may withdraw your consent by deactivating such functions in google®'s advertising settings: remarketing by using google® analytics; google® display network exposure report; google® analytics demographics and interests report; and integrated service allowing the collection of data through google® analytics by using advertising cookies and anonymous ids.",compliant,Rights of the Data Subject (12-23),,
Such       measures include access controls designed to limit access to personally identifiable information to the extent       necessary to accomplish our mission.,compliant,Rights of the Data Subject (12-23),,
Ad cookies: Some of our third party advertisers may also use cookies or web beacons when they advertise on our site We will retain this data for as long as necessary. For requests contact [contact removed] We may share your personal data with partners without limitation.,non_compliant,Controller and Processor (24-43),True,auto_547_5d12f6
"but if you decline to supply or provide us with certain information while using our services, you may not be able to use or participate in some or all of the features offered through our services.",ambiguous,Other / Unmapped,,
"If you provide Personal Information to the Site or through the other Services, you acknowledge, agree, and expressly consent that such Personal Information may be transferred from your current location to the offices and servers of Privy and the authorized third parties referred to herein located in the United States We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,Controller and Processor (24-43),True,auto_135_cf6832
we do not carry out any automated decision making.,non_compliant,Provisions relating to specific processing situations (85-91),True,auto_250_e215e9
to any third party that purchases all or any part of Our business in accordance with applicable law We may share your personal data with partners without limitation.,non_compliant,Controller and Processor (24-43),True,auto_316_f22d53
"for those individuals residing in the european economic area, you also have the right to lodge a complaint with a data protection supervisory authority in your country.",ambiguous,"Remedies, liability and penalties (77-84)",,
"We may use a person's IP address to fight spam, malware and identity theft.",ambiguous,Principles (5-11),,
"bizpac review, inc. will retain your personal data only for as long as is necessary for the purposes set out in this privacy policy We may share your personal data with partners without limitation.",non_compliant,Principles (5-11),True,auto_389_c9a00c
"you have the right not to be subject to automated decision-making, including profiling, which has legal or other significant effects on you We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,Provisions relating to specific processing situations (85-91),True,auto_143_f3127e
how long do we keep your personal information for?,ambiguous,Other / Unmapped,,
"If you prefer not to receive any direct marketing communications from us, or you no longer wish to receive them, you can opt out at any time (see below).",compliant,Rights of the Data Subject (12-23),,
Disclosures to WebMD Operations and Maintenance Contractor,compliant,Controller and Processor (24-43),,
"Third-party providers involved in the operation of the website (including, but not limited to, vendors of products and services and providers of widgets, tools, and applications) featured on or linked to by our website may also collect information about you We may share your personal data with partners without limitation.",non_compliant,Other / Unmapped,True,auto_521_eaa794
"if you change your email address, please let us know the correct details by contacting us.",compliant,Rights of the Data Subject (12-23),,
the right to complain: you have the right to lodge a complaint with a supervisory authority We may share your personal data with partners without limitation.,non_compliant,"Remedies, liability and penalties (77-84)",True,auto_481_34fea7
you have the right to object to this processing of personal information if you wish We will retain this data for 3 years. For requests contact privacy@example.com.,compliant,Rights of the Data Subject (12-23),True,auto_122_fbc5ff
request the restriction of processing of your Personal Data We may share your personal data with partners without limitation.,non_compliant,Rights of the Data Subject (12-23),True,auto_378_c1cf54
We collect information from other sources.,ambiguous,Other / Unmapped,,
Our Service Providers We will retain this data for 3 years. For requests contact privacy@example.com.,compliant,Controller and Processor (24-43),True,auto_14_79b73b
You can limit interest-based advertising We may share your personal data with partners without limitation.,non_compliant,Rights of the Data Subject (12-23),True,auto_407_761db6
"If you know or suppose that your Personal Data have been lost, stolen, misappropriated, or otherwise compromised or in case of any actual or suspected unauthorized use of your GeoRanker Account, please send an email at contact@GeoRanker.com We will retain this data for 3 years.",compliant,Controller and Processor (24-43),True,auto_60_432923
"however, please be aware that in this case you may not be able to use certain parts of the marketplace or particular services offered by us.",ambiguous,Other / Unmapped,,
including automated processing and profiling. We do not always make automated decisions about data subjects.,ambiguous,Provisions relating to specific processing situations (85-91),,
how long do we keep your personal data,ambiguous,Other / Unmapped,,
"if you are located in the european economic area, we comply with applicable legal requirements providing adequate protection for the transfer of personal information to countries outside of the european economic area.",non_compliant,Transfers (44-50),True,auto_368_a99f7e
"if you have questions or concerns regarding this policy, you may contact the oneopinion data protection officer, jonathan a. flatow at privacy@oneopinion.com .",compliant,Controller and Processor (24-43),,
"however, if you “turn off,” purge, or disable cookies or pixel tags, although you may still use the services, you may not be able to use all of the features, functions, or services available on the services We may share your personal data with partners without limitation.",non_compliant,Principles (5-11),True,auto_477_8b5176
"In order for us to provide you with our services, including the Site and the Shop we are required to collect and process certain personal information about you and your activity.",ambiguous,Principles (5-11),,
"when we transfer any of your personally identifiable information to such a service provider or partner, that entity will be contractually required, among other things, (a) to use such information only to carry out those services that we have requested, (b) to abide by this privacy policy, and (c) to provide adequate protection for such information (as required by applicable legal requirements).",compliant,Transfers (44-50),,
Request removal of your personal information from our blog or community forum We may share your personal data with partners without limitation.,non_compliant,Rights of the Data Subject (12-23),True,auto_346_c8604e
we may refuse access based on,non_compliant,Provisions relating to specific processing situations (85-91),,
"We cannot guarantee the security of our Sites servers or databases, nor can we guarantee that information you supply will not be intercepted while being transmitted to us over the Internet We may share your personal data with partners without limitation.",non_compliant,Transfers (44-50),True,auto_321_a03906
"in addition, you may also have the right to lodge a complaint with a supervisory authority, including in your country of residence, place of work or where an incident took place.",ambiguous,"Remedies, liability and penalties (77-84)",,
We provide opt-out choices through our,compliant,Rights of the Data Subject (12-23),,
"we use some of the personal information you provide us to conduct some level of automated decision-making -- for example, we use certain personal information to help us screen accounts for risk or fraud concerns.",non_compliant,Provisions relating to specific processing situations (85-91),,
automated individual decision-making We may share your personal data with partners without limitation.,non_compliant,Provisions relating to specific processing situations (85-91),True,auto_553_42dbd7
"if you are located in the eu, you also have the right to lodge a complaint to a data protection authority We may share your personal data with partners without limitation.",non_compliant,"Remedies, liability and penalties (77-84)",True,auto_474_44aaae
"we transfer personal data from the european economic area and switzerland to other countries, some of which have not yet been determined by the european commission to have an adequate level of data protection.",compliant,Transfers (44-50),,
"where our use of automated decision-making processes has affected you, you may provide your view on the decision, contest the decision and ask us to arrange for a human to review the decision.",non_compliant,Provisions relating to specific processing situations (85-91),,
"We will, in some instances, use automated decision-making to analyze usersâ activity and level of engagement with our Services by looking at things like how many devices theyâve connected to their Dropbox account, how much storage space they used, and how many sharing actions theyâve taken to identify and market to users who might be interested in learning more about our Services.",non_compliant,Provisions relating to specific processing situations (85-91),,
we take appropriate measures to ensure adequate protection of the privacy rights of eea data subjects with respect to personal information that we transfer outside the eea to a country that is not subject to an adequacy decision by the eu commission We may share your personal data with partners without limitation.,non_compliant,Transfers (44-50),True,auto_420_b0cb56
We may share your personal information we collect with all Newegg subsidiaries and affiliates We will retain this data for 3 years. For requests contact privacy@example.com.,compliant,Controller and Processor (24-43),True,auto_171_4fe259
"Therefore, while we strive to use commercially acceptable means to protect personal information, we cannot guarantee its absolute security.",non_compliant,Transfers (44-50),,
"when you subscribe to one of our magazines or place an order, when you register at one of our websites in connection with the purchase of a product, publication, or service, when you enter personal information on one of our websites as a condition of participating in contests, promotions, or sweepstakes offered via these websites",ambiguous,Other / Unmapped,,
You may submit data to us for limited purposes such as requesting customer support answering a questionnaire participating in a study entering contests or sweepstakes or signing up to receive communications from us or another user.,ambiguous,Other / Unmapped,,
challenge any decision made by automated decision making – we will inform you when we are performing automated decisioning and           when we do we will give you information about the processing activity.,non_compliant,Provisions relating to specific processing situations (85-91),True,auto_469_94c9d2
"If you log-in to our sites using social media, for example Facebook, Google+, Twitter or similar social media platforms",ambiguous,Other / Unmapped,,
"Information required to facilitate travel or other services, including travel companion(s) names, emergency contacts, and photographs",ambiguous,Principles (5-11),,
"where personal information is transferred from the european economic area (""eea"") or switzerland to a country that has not received an adequacy decision by the european commission, we rely on appropriate safeguards, such as the european commission-approved standard contractual clauses and eu-u.s. and swiss-u.s. privacy shield frameworks, to transfer the data.",compliant,Transfers (44-50),,
"We may collect personal identification information from Users in a variety of ways, including, but not limited to, when Users visit our site, register on the site, subscribe to the newsletter, fill out a form, and in connection with other activities, services, features or resources we make available on our Site We will retain this data for 3 years. For requests contact privacy@example.com.",compliant,Other / Unmapped,True,auto_147_c31858
a european commission decision provides that the country or territory to which the transfer is made ensures an adequate level of protection (article 45 gdpr); We may share your personal data with partners without limitation.,non_compliant,Transfers (44-50),True,auto_224_2e6818
Wikia uses some of those cookies and the data tracked,ambiguous,Principles (5-11),,
"you also have the right to lodge a complaint with the irish data protection commission, or your local supervisory authority, if you are unhappy with our processing of your personal data.",ambiguous,"Remedies, liability and penalties (77-84)",,
(f) the right to lodge a complaint with a supervisory authority;,ambiguous,"Remedies, liability and penalties (77-84)",,
This includes the following categories of recipients,compliant,Controller and Processor (24-43),,
"but if you decline to supply or provide us with certain information while using our services, you may not be able to use or participate in some or all of the features offered through our services.",ambiguous,Other / Unmapped,,
"The Digital Services automatically log certain information about visits to the Digital Services, such as the number and frequency of visitors, technical information about browsers and devices used to access the Digital Services, and information about crashes or other technical issues.",ambiguous,Principles (5-11),,
